"[run number],""%a"",""rep"",""time-c"",""time-d"",""dif"",""accor"",""time-sf"",""IPa"",""Impact"",""impact-s"",""impact-d"",""iIPa"",""IPb"",""number-a"",""iIPb"",""TSL"",""number-b"",""number"",""time-r"",""MT"",""time-s"",""mean."",""recovery"",""impact-r"",""TPB"",""per"",""SD"",""discount"",""inn-culture"",""[step]"",""[report-who-x] of turtles"",""[avg-ladvantage] of turtles"",""[report-who-y] of turtles"",""[avg-w] of turtles"",""[report-who-z] of turtles"",""[avg-pw] of turtles"",""[report-who-a] of turtles"",""[avg-awa] of turtles"",""[report-who-b] of turtles"",""[avg-aladvantage] of turtles"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""56"",""[[2 43.23667323379153] [3 36.32068657916121] [1 47.39304412237845] [0 40.687423182556564]]"",""[41.90945677947194 41.90945677947194 41.90945677947194 41.90945677947194]"",""[[2 34.58883281574303] [3 29.058676541870323] [1 37.91389389677774] [0 32.549585744700224]]"",""[33.52774724977283 33.52774724977283 33.52774724977283 33.52774724977283]"",""[[2 43.23667323379153] [3 36.32068657916121] [1 47.39304412237845] [0 40.687423182556564]]"",""[41.90945677947194 41.90945677947194 41.90945677947194 41.90945677947194]"",""[[2 1088.7766945488559] [3 1243.3452607914028] [1 1370.4676770851456] [0 1494.6838528086955]]"",""[1299.318371308525 1299.3183713085248 1299.318371308525 1299.318371308525]"",""[[2 4129.98541095023] [3 3766.95257882781] [1 4377.532069260008] [0 3990.5150571406007]]"",""[4066.246279044662 4066.2462790446625 4066.246279044662 4066.246279044662]"""
"102,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""80"",""[[0 14.648645790250782] [3 6.0858895117976175] [2 14.196762529255228] [1 10.78508625927406]]"",""[11.429096022644423 11.429096022644423 11.429096022644421 11.429096022644423]"",""[[0 11.719282024923883] [3 4.8696008935762745] [2 11.35524189179237] [1 8.628300479933985]]"",""[9.143106322556628 9.143106322556628 9.143106322556628 9.143106322556628]"",""[[0 14.648645790250782] [3 6.0858895117976175] [2 14.196762529255228] [1 10.78508625927406]]"",""[11.429096022644423 11.429096022644423 11.429096022644421 11.429096022644423]"",""[[0 2031.4003338273726] [3 1643.5058262088942] [2 1589.744520736263] [1 1540.6230067380948]]"",""[1701.3184218776562 1701.318421877656 1701.3184218776562 1701.318421877656]"",""[[0 4674.395150266587] [3 3982.82241128851] [2 4679.717914868829] [1 4357.401527640682]]"",""[4423.584251016152 4423.584251016152 4423.584251016152 4423.584251016152]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""64"",""[[1 89.26705592693747] [2 98.40928846442397] [3 96.17482761260781] [0 97.03370468857833]]"",""[95.2212191731369 95.2212191731369 95.2212191731369 95.2212191731369]"",""[[1 71.41279442017137] [2 78.72844315524466] [3 76.9403796349212] [0 77.62547597078216]]"",""[76.17677329527984 76.17677329527984 76.17677329527984 76.17677329527984]"",""[[1 89.26705592693747] [2 98.40928846442397] [3 96.17482761260781] [0 97.03370468857833]]"",""[95.2212191731369 95.2212191731369 95.2212191731369 95.2212191731369]"",""[[1 1830.1305013059043] [2 1542.2150344500753] [3 1514.3453022907242] [0 1910.7652208309946]]"",""[1699.3640147194246 1699.3640147194246 1699.3640147194246 1699.3640147194246]"",""[[1 5975.407293087574] [2 6525.236062771074] [3 6386.041497264832] [0 6438.0181555542895]]"",""[6331.175752169442 6331.175752169442 6331.175752169442 6331.175752169442]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""57"",""[[3 35.195365715268494] [2 42.12710718842925] [1 46.27387425328311] [0 39.575722300142644]]"",""[40.79301736428087 40.79301736428087 40.79301736428087 40.79301736428087]"",""[[3 28.156343384223195] [2 33.70442842809754] [1 37.021076133436914] [0 31.659451705580885]]"",""[32.63532491283463 32.63532491283463 32.63532491283463 32.63532491283463]"",""[[3 35.195365715268494] [2 42.12710718842925] [1 46.27387425328311] [0 39.575722300142644]]"",""[40.79301736428087 40.79301736428087 40.79301736428087 40.79301736428087]"",""[[3 1267.2745858170997] [2 1116.8752950867884] [1 1398.5650832525007] [0 1517.8725899269652]]"",""[1325.1468885208385 1325.1468885208385 1325.1468885208385 1325.1468885208385]"",""[[3 3802.1479445430787] [2 4172.11251813866] [1 4423.805943513291] [0 4030.0907794407435]]"",""[4107.039296408943 4107.039296408943 4107.039296408943 4107.039296408943]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""65"",""[[3 96.06031742904733] [0 96.92067837137333] [1 89.13693900542776] [2 98.29666862263431]]"",""[95.1036508571207 95.1036508571207 95.1036508571207 95.1036508571207]"",""[[3 76.84976849447855] [0 77.53572847298592] [1 71.30884425688697] [2 78.63667314952237]]"",""[76.08275359346845 76.08275359346845 76.08275359346845 76.08275359346845]"",""[[3 96.06031742904733] [0 96.92067837137333] [1 89.13693900542776] [2 98.29666862263431]]"",""[95.1036508571207 95.1036508571207 95.1036508571207 95.1036508571207]"",""[[3 1544.877485982421] [0 1941.2977614414679] [1 1860.3788939803344] [2 1572.6765116586014]]"",""[1729.807663265706 1729.8076632657062 1729.807663265706 1729.8076632657062]"",""[[3 6482.1018146938795] [0 6534.938833925663] [1 6064.5442320930015] [2 6623.532731393709]]"",""[6426.279403026563 6426.279403026563 6426.279403026563 6426.279403026563]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""61"",""[[1 36.578053554286925] [2 38.753621089554926] [3 38.65529962189885] [0 28.860128084363097]]"",""[35.71177558752595 35.71177558752595 35.71177558752595 35.71177558752595]"",""[[1 47.55206249393601] [2 50.37967138944746] [3 50.252825319523424] [0 37.51786756063229]]"",""[46.42560669088479 46.4256066908848 46.42560669088479 46.42560669088479]"",""[[1 36.578053554286925] [2 38.753621089554926] [3 38.65529962189885] [0 28.860128084363097]]"",""[35.71177558752595 35.71177558752595 35.71177558752595 35.71177558752595]"",""[[1 1833.221031484438] [2 1544.8553366717754] [3 1369.6432420632837] [0 1357.5993506783238]]"",""[1526.3297402244552 1526.3297402244552 1526.3297402244552 1526.3297402244552]"",""[[1 4279.854926629918] [2 4376.24175565142] [3 4400.216860651827] [0 3804.311164238251]]"",""[4215.156176792854 4215.156176792854 4215.156176792853 4215.156176792854]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""66"",""[[3 95.94580724548685] [2 98.18404878084466] [0 96.80765205416833] [1 89.00682208391805]]"",""[94.98608254110447 94.98608254110447 94.98608254110447 94.98608254110447]"",""[[3 76.75714579859061] [2 78.54624544520965] [0 77.44829571229816] [1 71.20565603283413]]"",""[75.98933574723313 75.98933574723313 75.98933574723313 75.98933574723314]"",""[[3 95.94580724548685] [2 98.18404878084466] [0 96.80765205416833] [1 89.00682208391805]]"",""[94.98608254110447 94.98608254110447 94.98608254110447 94.98608254110447]"",""[[3 1575.409861403537] [2 1603.1377676299812] [0 1971.8303402673737] [1 1890.6283912612887]]"",""[1760.251590140545 1760.251590140545 1760.2515901405452 1760.2515901405454]"",""[[3 6578.047621939367] [2 6721.716780174554] [0 6631.746485979831] [1 6153.55105417692]]"",""[6521.265485567668 6521.265485567668 6521.265485567668 6521.265485567667]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""58"",""[[0 38.46402141772872] [1 45.154704384187774] [3 34.070044851375776] [2 41.01754114306697]]"",""[39.67657794908981 39.67657794908981 39.67657794908981 39.67657794908981]"",""[[0 30.770863981539836] [1 36.12404932091098] [3 27.256437507374635] [2 32.81484422219312]]"",""[31.741548758004647 31.74154875800464 31.74154875800464 31.741548758004647]"",""[[0 38.46402141772872] [1 45.154704384187774] [3 34.070044851375776] [2 41.01754114306697]]"",""[39.67657794908981 39.67657794908981 39.67657794908981 39.67657794908981]"",""[[0 1543.5884673327027] [1 1424.280854494508] [3 1288.6924283712485] [2 1142.5911982170735]]"",""[1349.7882371038834 1349.7882371038831 1349.7882371038831 1349.7882371038834]"",""[[0 4068.5548008584724] [1 4468.960647897478] [3 3836.2179893944544] [2 4213.130059281727]]"",""[4146.715874358033 4146.715874358033 4146.715874358033 4146.715874358033]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""62"",""[[1 35.45860346695446] [3 37.53931952150759] [2 37.65401952169232] [0 27.743273794148834]]"",""[34.5988040760758 34.5988040760758 34.5988040760758 34.5988040760758]"",""[[1 46.09534082255103] [3 48.80144270225964] [2 48.94902103738794] [0 36.066777688753454]]"",""[44.978145562738014 44.97814556273802 44.97814556273802 44.97814556273802]"",""[[1 35.45860346695446] [3 37.53931952150759] [2 37.65401952169232] [0 27.743273794148834]]"",""[34.5988040760758 34.5988040760758 34.5988040760758 34.5988040760758]"",""[[1 1856.2486042292692] [3 1393.5731294921427] [2 1568.0436439340635] [0 1373.1591017313542]]"",""[1547.7561198467074 1547.7561198467074 1547.7561198467074 1547.7561198467074]"",""[[1 4315.3135300968725] [3 4437.7561801733345] [2 4413.895775173112] [0 3832.0544380324]]"",""[4249.75498086893 4249.75498086893 4249.754980868929 4249.75498086893]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""67"",""[[3 95.83129706192636] [1 88.87670516240834] [2 98.07142893905501] [0 96.69462573696333]]"",""[94.86851422508826 94.86851422508826 94.86851422508826 94.86851422508826]"",""[[3 76.66521093207052] [1 71.10183891009602] [2 78.45745638447615] [0 77.35730436571583]]"",""[75.89545264808963 75.89545264808963 75.89545264808963 75.89545264808963]"",""[[3 95.83129706192636] [1 88.87670516240834] [2 98.07142893905501] [0 96.69462573696333]]"",""[94.86851422508826 94.86851422508826 94.86851422508826 94.86851422508826]"",""[[3 1605.941337563818] [1 1920.8777240281088] [2 1633.598698394485] [0 2002.3626297510789]]"",""[1790.6950974343727 1790.6950974343727 1790.6950974343727 1790.6950974343727]"",""[[3 6673.878919001293] [1 6242.427759339328] [2 6819.788209113609] [0 6728.441111716795]]"",""[6616.133999792756 6616.133999792756 6616.133999792756 6616.133999792756]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""59"",""[[2 39.90797509770469] [3 32.94472398748306] [0 37.3523205353148] [1 44.035534515092436]]"",""[38.56013853389875 38.56013853389875 38.56013853389875 38.56013853389875]"",""[[2 31.925543224341073] [3 26.355637714313914] [0 29.883111566752493] [1 35.22875462773289]]"",""[30.848261783285093 30.84826178328509 30.848261783285093 30.848261783285093]"",""[[2 39.90797509770469] [3 32.94472398748306] [0 37.3523205353148] [1 44.035534515092436]]"",""[38.56013853389875 38.56013853389875 38.56013853389875 38.56013853389875]"",""[[2 1165.7802470039746] [3 1307.5807845788381] [0 1566.7775889097627] [1 1452.3793729856122]]"",""[1373.129498369547 1373.1294983695468 1373.129498369547 1373.1294983695468]"",""[[2 4253.038034379431] [3 3869.1627133819375] [0 4105.907121393787] [1 4512.996182412571]]"",""[4185.276012891932 4185.276012891932 4185.276012891932 4185.276012891932]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""63"",""[[3 36.42333942111634] [0 26.62641950393457] [2 36.55441795382971] [1 34.33915337962199]]"",""[33.48583256462565 33.48583256462565 33.48583256462565 33.48583256462565]"",""[[3 47.35039214785162] [0 34.615585907409205] [2 47.52132540831735] [1 44.6413297355058]]"",""[43.53215829977099 43.53215829977099 43.53215829977099 43.53215829977099]"",""[[3 36.42333942111634] [0 26.62641950393457] [2 36.55441795382971] [1 34.33915337962199]]"",""[33.48583256462565 33.48583256462565 33.48583256462565 33.48583256462565]"",""[[3 1414.9914023395609] [0 1391.1949169956247] [2 1588.6454086014307] [1 1876.559227372068]]"",""[1567.8477388271713 1567.8477388271713 1567.8477388271708 1567.8477388271708]"",""[[3 4474.1795195944505] [0 3858.6808575363343] [2 4450.450193126942] [1 4349.6526834764945]]"",""[4283.240813433556 4283.240813433556 4283.240813433556 4283.240813433556]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""68"",""[[1 88.74658824089863] [3 95.71678687836588] [2 97.95880909726536] [0 96.58159941975833]]"",""[94.75094590907206 94.75094590907206 94.75094590907206 94.75094590907206]"",""[[1 70.99661734755264] [3 76.57473957590877] [2 78.36799271771532] [0 77.26559284053606]]"",""[75.8012356204282 75.8012356204282 75.8012356204282 75.80123562042819]"",""[[1 88.74658824089863] [3 95.71678687836588] [2 97.95880909726536] [0 96.58159941975833]]"",""[94.75094590907206 94.75094590907206 94.75094590907206 94.75094590907206]"",""[[1 1951.1266111189022] [3 1636.473149481894] [2 1664.060655447483] [0 2032.8948372367051]]"",""[1821.1388133212463 1821.138813321246 1821.138813321246 1821.138813321246]"",""[[1 6331.174347580227] [3 6769.595705879659] [2 6917.747018210875] [0 6825.022711136553]]"",""[6710.884945701828 6710.884945701829 6710.884945701829 6710.884945701829]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""60"",""[[1 42.9163646459971] [0 36.24061965290088] [2 38.798409052342414] [3 31.819403123590345]]"",""[37.443699118707684 37.443699118707684 37.443699118707684 37.443699118707684]"",""[[1 34.33301084677326] [0 28.992785633678245] [2 31.03790182177144] [3 25.455525914177304]]"",""[29.95480605410006 29.954806054100064 29.954806054100064 29.954806054100064]"",""[[1 42.9163646459971] [0 36.24061965290088] [2 38.798409052342414] [3 31.819403123590345]]"",""[37.443699118707684 37.443699118707684 37.443699118707684 37.443699118707684]"",""[[1 1478.0944728587706] [0 1587.3807699468819] [2 1191.4958164630639] [3 1328.9982046197235]]"",""[1396.49231597211 1396.4923159721097 1396.49231597211 1396.4923159721102]"",""[[1 4555.912547058569] [0 4142.147741046688] [2 4291.836443431774] [3 3900.9821165055278]]"",""[4222.719712010639 4222.719712010639 4222.719712010639 4222.719712010639]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""64"",""[[2 35.454816385967106] [1 33.21970329228952] [3 35.307359320725084] [0 25.509565213720307]]"",""[32.372861053175505 32.372861053175505 32.372861053175505 32.372861053175505]"",""[[2 46.09079985311722] [1 43.184762400302716] [3 45.89945789147574] [0 33.16120136307458]]"",""[42.08405537699256 42.084055376992566 42.084055376992566 42.084055376992566]"",""[[2 35.454816385967106] [1 33.21970329228952] [3 35.307359320725084] [0 25.509565213720307]]"",""[32.372861053175505 32.372861053175505 32.372861053175505 32.372861053175505]"",""[[2 1611.8338997619162] [1 1899.5868174309403] [3 1438.919917624653] [0 1406.753968179054]]"",""[1589.2736507491409 1589.2736507491409 1589.2736507491409 1589.2736507491409]"",""[[2 4485.90500951291] [1 4382.872386768784] [3 4509.486878915176] [0 3884.1904227500545]]"",""[4315.613674486731 4315.613674486731 4315.613674486731 4315.613674486731]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""69"",""[[2 97.84618925547571] [1 88.61647131938892] [3 95.6022766948054] [0 96.46857310255334]]"",""[94.63337759305585 94.63337759305585 94.63337759305583 94.63337759305585]"",""[[2 78.27571434892891] [1 70.89363897775243] [3 76.48224538043954] [0 77.17425991321196]]"",""[75.70646465508321 75.70646465508321 75.70646465508321 75.70646465508321]"",""[[2 97.84618925547571] [1 88.61647131938892] [3 95.6022766948054] [0 96.46857310255334]]"",""[94.63337759305585 94.63337759305585 94.63337759305583 94.63337759305585]"",""[[2 1694.5223448533236] [1 1981.375901233422] [3 1667.0048185038625] [0 2063.4265370973303]]"",""[1851.5824004219844 1851.5824004219844 1851.5824004219844 1851.5824004219844]"",""[[2 7015.593207466351] [1 6419.790818899616] [3 6865.197982574465] [0 6921.491284239106]]"",""[6805.518323294884 6805.518323294884 6805.518323294884 6805.518323294884]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""61"",""[[1 41.79719477690176] [3 30.69408225969763] [0 35.12891877048696] [2 37.688843006980136]]"",""[36.327259703516624 36.327259703516624 36.327259703516624 36.327259703516624]"",""[[1 33.438123397572795] [3 24.55550971729368] [0 28.10275353158669] [2 30.150609286441362]]"",""[29.06174898322363 29.061748983223634 29.061748983223634 29.06174898322363]"",""[[1 41.79719477690176] [3 30.69408225969763] [0 35.12891877048696] [2 37.688843006980136]]"",""[36.327259703516624 36.327259703516624 36.327259703516624 36.327259703516624]"",""[[1 1506.1937379668234] [3 1347.887487031706] [0 1610.5699287220862] [2 1214.6851958796997]]"",""[1419.8340874000787 1419.8340874000787 1419.8340874000787 1419.8340874000787]"",""[[1 4597.709741835471] [3 3931.6761987652253] [0 4177.276659817175] [2 4329.525286438754]]"",""[4259.046971714157 4259.046971714156 4259.046971714156 4259.046971714156]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""65"",""[[0 24.392710923506044] [2 34.3552148181045] [1 32.100253204957056] [3 34.19137922033383]]"",""[31.259889541725357 31.259889541725357 31.259889541725357 31.259889541725357]"",""[[0 31.710908674195004] [2 44.66169140555934] [1 41.73055512332125] [3 44.4495298578232]]"",""[40.6381712652247 40.6381712652247 40.6381712652247 40.6381712652247]"",""[[0 24.392710923506044] [2 34.3552148181045] [1 32.100253204957056] [3 34.19137922033383]]"",""[31.259889541725357 31.259889541725357 31.259889541725357 31.259889541725357]"",""[[0 1419.9787625864242] [2 1632.437301207899] [1 1919.8963249206247] [3 1460.3393812900167]]"",""[1608.162942501241 1608.162942501241 1608.162942501241 1608.162942501241]"",""[[0 3908.5831336735605] [2 4520.260224331014] [1 4414.972639973741] [3 4543.67825813551]]"",""[4346.873564028457 4346.873564028457 4346.873564028457 4346.873564028457]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""70"",""[[2 97.73356941368606] [0 96.35554678534834] [1 88.48635439787921] [3 95.48776651124491]]"",""[94.51580927703962 94.51580927703964 94.51580927703962 94.51580927703962]"",""[[2 78.18673597342757] [0 77.08466597361543] [1 70.79013398936777] [3 76.38840807544209]]"",""[75.61248600296322 75.61248600296322 75.61248600296321 75.61248600296322]"",""[[2 97.73356941368606] [0 96.35554678534834] [1 88.48635439787921] [3 95.48776651124491]]"",""[94.51580927703962 94.51580927703964 94.51580927703962 94.51580927703962]"",""[[2 1724.9836555165662] [0 2093.957929238702] [1 2011.6246123884036] [3 1697.5361687732805]]"",""[1882.0255914792378 1882.0255914792383 1882.0255914792383 1882.0255914792378]"",""[[2 7113.326776880037] [0 7017.846831024454] [1 6508.277173297495] [3 6960.68574908571]]"",""[6900.034132571924 6900.034132571924 6900.034132571924 6900.034132571925]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""62"",""[[1 40.678024907806424] [2 36.57927696161786] [3 29.568761395804916] [0 34.01721788807304]]"",""[35.21082028832556 35.21082028832556 35.210820288325564 35.210820288325564]"",""[[1 32.542311618010515] [2 29.263437952447767] [3 23.655880354281226] [0 27.213793306263376]]"",""[28.16885580775072 28.168855807750724 28.16885580775072 28.168855807750724]"",""[[1 40.678024907806424] [2 36.57927696161786] [3 29.568761395804916] [0 34.01721788807304]]"",""[35.21082028832556 35.21082028832556 35.210820288325564 35.210820288325564]"",""[[1 1531.9094547572427] [2 1235.2883211975825] [3 1364.302434851439] [0 1631.1726528326267]]"",""[1440.6682159097227 1440.6682159097227 1440.6682159097227 1440.6682159097227]"",""[[1 4638.387766743277] [2 4366.104563400372] [3 3961.24496016103] [0 4211.293877705248]]"",""[4294.257792002481 4294.257792002481 4294.257792002482 4294.257792002481]"""
"103,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""1.3"",""66"",""[[2 33.25561325024189] [1 30.98080311762459] [0 23.27585663329178] [3 33.075399119942574]]"",""[30.14691803027521 30.14691803027521 30.14691803027521 30.14691803027521]"",""[[2 43.231353632558964] [1 40.276303451025434] [0 30.256716514741687] [3 42.998065336626986]]"",""[39.19060973373827 39.19060973373827 39.19060973373827 39.19060973373827]"",""[[2 33.25561325024189] [1 30.98080311762459] [0 23.27585663329178] [3 33.075399119942574]]"",""[30.14691803027521 30.14691803027521 30.14691803027521 30.14691803027521]"",""[[2 1655.6254120794006] [1 1937.546733402848] [0 1435.5371891324953] [3 1479.2291745766302]]"",""[1626.9846272978436 1626.9846272978434 1626.9846272978436 1626.9846272978434]"",""[[2 4553.515837581256] [1 4445.953443091365] [0 3931.8589903068523] [3 4576.753657255453]]"",""[4377.020482058732 4377.020482058731 4377.020482058732 4377.020482058731]"""
"97,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""0.5"",""0.8"",""71"",""[[0 96.24252046814334] [3 95.37325632768443] [1 88.3562374763695] [2 97.6209495718964]]"",""[94.39824096102342 94.39824096102342 94.39824096102342 94.39824096102342]"",""[[0 76.99408734753465] [3 76.29876014160757] [1 70.68565669109915] [2 78.09779746163062]]"",""[75.51907541046799 75.51907541046799 75.51907541046799 75.51907541046799]"",""[[0 96.24252046814334] [3 95.37325632768443] [1 88.3562374763695] [2 97.6209495718964]]"",""[94.39824096102342 94.39824096102342 94.39824096102342 94.39824096102342]"",""[[0 2124.489796464645] [3 1728.0683726402983] [1 2041.8732727608262] [2 1755.4450885838305]]"",""[1912.4691326124002 1912.4691326124002 1912.4691326124002 1912.4691326124]"",""[[0 7114.089351492597] [3 7056.0590054133945] [1 6596.633410773865] [2 7210.947726451934]]"",""[6994.432373532948 6994.432373532947 6994.432373532947 6994.432373532947]"""
"101,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.05"",""0"",""0.15"",""100"",""8"",""3"",""0"",""0.001"",""4"",""1.5"",""0.8"",""63"",""[[2 35.46971091625558] [3 28.443440531912202] [1 39.55885503871109] [0 32.90551700565912]]"",""[34.0943808731345 34.0943808731345 34.0943808731345 34.0943808731345]"",""[[2 28.374916565192617] [3 22.75408651191139] [1 31.64511756503577] [0 26.32261712226727]]"",""[27.27418444110176 27.27418444110176 27.27418444110176 27.27418444110176]"",""[[2 35.46971091625558] [3 28.443440531912202] [1 39.55885503871109] [0 32.90551700565912]]"",""[34.0943808731345 34.0943808731345 34.0943808731345 34.0943808731345]"",""[[2 1258.4775263324289] [3 1383.1908730410694] [1 1555.0987349336856] [0 1649.2099264324133]]"",""[1461.4942651848994 1461.4942651848994 1461.4942651848994 1461.4942651848994]"",""[[2 4401.574274316627] [3 3989.688400692942] [1 4677.946621781988] [0 4244.199394710907]]"",""[4328.352172875617 4328.352172875616 4328.352172875616 4328.352172875617]"""
