"[run number],""%a"",""rep"",""time-c"",""time-d"",""dif"",""accor"",""time-sf"",""IPa"",""Impact"",""impact-s"",""impact-d"",""iIPa"",""IPb"",""number-a"",""iIPb"",""TSL"",""number-b"",""number"",""time-r"",""MT"",""time-s"",""mean."",""recovery"",""impact-r"",""TPB"",""per"",""SD"",""discount"",""inn-culture"",""[step]"",""[report-who-x] of turtles"",""[avg-ladvantage] of turtles"",""[report-who-y] of turtles"",""[avg-w] of turtles"",""[report-who-z] of turtles"",""[avg-pw] of turtles"",""[report-who-a] of turtles"",""[avg-awa] of turtles"",""[report-who-b] of turtles"",""[avg-aladvantage] of turtles"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""44"",""[[0 61.97633468555177] [3 58.78063135415974] [1 59.28477920112391] [2 58.453359753279116]]"",""[59.623776248528635 59.623776248528635 59.623776248528635 59.62377624852863]"",""[[0 80.57032715076815] [3 76.41424133045071] [1 77.07087262359755] [2 75.98922567892433]]"",""[77.51116669593519 77.51116669593519 77.51116669593519 77.51116669593517]"",""[[0 61.97633468555177] [3 58.78063135415974] [1 59.28477920112391] [2 58.453359753279116]]"",""[59.623776248528635 59.623776248528635 59.623776248528635 59.62377624852863]"",""[[0 1487.912040537118] [3 1122.739900019221] [1 972.7052604222779] [2 1320.3605804281058]]"",""[1225.9294453516807 1225.9294453516807 1225.9294453516807 1225.9294453516807]"",""[[0 3586.1767103360817] [3 3453.2756928190606] [1 3461.8416464031143] [2 3436.444036253997]]"",""[3484.4345214530636 3484.4345214530636 3484.4345214530636 3484.4345214530636]"""
"145,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""8"",""0"",""0.001"",""4"",""0.5"",""0.8"",""0"",""[[2 91.50522447360677] [0 95.91619802333867] [1 96.88284072670771] [3 107.43453142331124]]"",""[97.9346986617411 97.9346986617411 97.9346986617411 97.9346986617411]"",""[[2 73.20413834526647] [0 76.73146619538171] [1 77.50683180202132] [3 85.94830494661774]]"",""[78.34768532232181 78.34768532232181 78.34768532232181 78.34768532232181]"",""[[2 0] [0 0] [1 0] [3 0]]"",""[0 0 0 0]"",""[[2 0] [0 0] [1 0] [3 0]]"",""[0 0 0 0]"",""[[2 0] [0 0] [1 0] [3 0]]"",""[0 0 0 0]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""45"",""[[0 61.068070431670364] [3 57.86421706955505] [2 57.53951598255003] [1 58.38275873436528]]"",""[58.71364055453518 58.71364055453518 58.71364055453518 58.713640554535175]"",""[[0 79.39010345523693] [3 75.22571098905208] [2 74.80228198191327] [1 75.8964150837171]]"",""[76.32862787747985 76.32862787747985 76.32862787747985 76.32862787747985]"",""[[0 61.068070431670364] [3 57.86421706955505] [2 57.53951598255003] [1 58.38275873436528]]"",""[58.71364055453518 58.71364055453518 58.71364055453518 58.713640554535175]"",""[[0 1522.5149404366507] [3 1153.27225688764] [2 1351.0663065728384] [1 1003.2379047607591]]"",""[1257.5228521644722 1257.522852164472 1257.5228521644722 1257.522852164472]"",""[[0 3647.244780767752] [3 3511.139909888616] [2 3493.9835522365474] [1 3520.2244051374796]]"",""[3543.1481620075983 3543.148162007599 3543.1481620075983 3543.148162007599]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""40"",""[[0 110.11866285538689] [3 103.03310025124335] [2 114.13985884941307] [1 105.6257061383759]]"",""[108.22933202360481 108.22933202360481 108.22933202360481 108.22933202360481]"",""[[0 143.15409833037234] [3 133.94320718287742] [2 148.3812257318941] [1 137.31210214787046]]"",""[140.69765834825358 140.69765834825358 140.69765834825358 140.69765834825358]"",""[[0 110.11866285538689] [3 103.03310025124335] [2 114.13985884941307] [1 105.6257061383759]]"",""[108.22933202360481 108.22933202360481 108.22933202360481 108.22933202360481]"",""[[0 859.5494036166845] [3 648.050455912088] [2 1053.3015327212413] [1 917.0102213047834]]"",""[869.4779033886992 869.4779033886994 869.4779033886994 869.4779033886994]"",""[[0 4338.110781650514] [3 4061.836041613417] [2 4491.67716619629] [1 4154.2933729665165]]"",""[4261.479340606684 4261.479340606684 4261.479340606684 4261.479340606684]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""28"",""[[0 74.30634761740187] [1 74.86730203067899] [2 72.629365246117] [3 81.9302451013229]]"",""[75.93331499888018 75.93331499888019 75.93331499888018 75.93331499888019]"",""[[0 96.59831879807733] [1 97.32784201773075] [2 94.41849417267896] [3 106.51080291718526]]"",""[98.71386447641807 98.71386447641808 98.71386447641808 98.71386447641808]"",""[[0 74.30634761740187] [1 74.86730203067899] [2 72.629365246117] [3 81.9302451013229]]"",""[75.93331499888018 75.93331499888019 75.93331499888018 75.93331499888019]"",""[[0 460.3371085055637] [1 766.8327823703091] [2 676.3484717462042] [3 308.12685063359015]]"",""[552.9113033139168 552.9113033139167 552.9113033139167 552.9113033139167]"",""[[0 2425.4516763222787] [1 2440.9330831982275] [2 2376.9618970685124] [3 2637.92543131372]]"",""[2470.318021975685 2470.3180219756846 2470.3180219756846 2470.3180219756846]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""46"",""[[3 56.94780278495037] [0 60.15980617778896] [1 57.480738267606654] [2 56.62567221182094]]"",""[57.80350486054173 57.80350486054173 57.80350486054173 57.80350486054173]"",""[[3 74.0305353312395] [0 78.20863873626044] [1 74.72578317596644] [2 73.61441605634162]]"",""[75.144843324952 75.144843324952 75.144843324952 75.144843324952]"",""[[3 56.94780278495037] [0 60.15980617778896] [1 57.480738267606654] [2 56.62567221182094]]"",""[57.80350486054173 57.80350486054173 57.80350486054173 57.80350486054173]"",""[[3 1183.804167334465] [0 1557.1175778107645] [1 1033.7692289251652] [2 1381.7731072864794]]"",""[1289.1160203392185 1289.1160203392185 1289.1160203392185 1289.1160203392187]"",""[[3 3568.0877126735663] [0 3707.4045869455413] [1 3577.7051434050863] [2 3550.6092244483684]]"",""[3600.951666868141 3600.951666868141 3600.9516668681404 3600.951666868141]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""29"",""[[0 73.39398268873778] [2 71.72105924035712] [3 81.02051343868618] [1 73.95553317792974]]"",""[75.0227721364277 75.0227721364277 75.0227721364277 75.0227721364277]"",""[[0 95.4126650661645] [2 93.23773720844405] [3 105.32612609474228] [1 96.14124058901646]]"",""[97.52944223959182 97.52944223959182 97.52944223959182 97.52944223959182]"",""[[0 73.39398268873778] [2 71.72105924035712] [3 81.02051343868618] [1 73.95553317792974]]"",""[75.0227721364277 75.0227721364277 75.0227721364277 75.0227721364277]"",""[[0 490.5856083500789] [2 706.597778038252] [3 338.3760713910532] [1 797.0819869582073]]"",""[583.1603611843979 583.1603611843979 583.1603611843979 583.1603611843979]"",""[[0 2498.8456590110163] [2 2448.6829563088695] [3 2718.945944752406] [1 2514.888616376157]]"",""[2545.3407941121122 2545.3407941121122 2545.3407941121122 2545.3407941121122]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""41"",""[[0 110.20409328175222] [2 114.23462447477235] [3 103.10936687744376] [1 105.71639187243811]]"",""[108.3161191266016 108.31611912660162 108.31611912660159 108.31611912660159]"",""[[0 143.26717735490593] [2 148.50296135477168] [3 134.04139057047522] [1 137.43068315827938]]"",""[140.81055310960807 140.81055310960807 140.81055310960807 140.81055310960807]"",""[[0 110.20409328175222] [2 114.23462447477235] [3 103.10936687744376] [1 105.71639187243811]]"",""[108.3161191266016 108.31611912660162 108.31611912660159 108.31611912660159]"",""[[0 889.7994008405102] [2 1083.834430941263] [3 678.299453017166] [1 947.2596256294448]]"",""[899.7982276070959 899.7982276070961 899.7982276070959 899.7982276070961]"",""[[0 4448.314874932266] [2 4605.911790671063] [3 4164.94540849086] [1 4260.009764838955]]"",""[4369.795459733286 4369.795459733286 4369.795459733286 4369.795459733286]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""47"",""[[1 56.578717800848025] [3 56.031388500345685] [2 55.71182844109185] [0 59.25154192390755]]"",""[56.893369166548275 56.893369166548275 56.89336916654828 56.89336916654828]"",""[[1 73.55261269561393] [3 72.84129310192371] [2 72.42620080900687] [0 77.02698096354771]]"",""[73.96177189252306 73.96177189252306 73.96177189252305 73.96177189252305]"",""[[1 56.578717800848025] [3 56.031388500345685] [2 55.71182844109185] [0 59.25154192390755]]"",""[56.893369166548275 56.893369166548275 56.89336916654828 56.89336916654828]"",""[[1 1064.3020895303048] [3 1214.337301169356] [2 1412.4793947077183] [0 1591.7194968448387]]"",""[1320.7095705630545 1320.7095705630543 1320.7095705630545 1320.7095705630545]"",""[[1 3634.2838612059345] [3 3624.119101173912] [2 3606.32105288946] [0 3766.656128869449]]"",""[3657.8450360346887 3657.8450360346887 3657.8450360346887 3657.8450360346887]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""30"",""[[1 73.04376432518049] [3 80.11078177604946] [2 70.81275323459724] [0 72.48161776007369]]"",""[74.11222927397522 74.11222927397522 74.11222927397522 74.11222927397523]"",""[[1 94.95755074049943] [3 104.14558936040385] [2 92.05754942398141] [0 94.22408246216892]]"",""[96.34619299676339 96.34619299676339 96.34619299676339 96.34619299676339]"",""[[1 73.04376432518049] [3 80.11078177604946] [2 70.81275323459724] [0 72.48161776007369]]"",""[74.11222927397522 74.11222927397522 74.11222927397522 74.11222927397523]"",""[[1 827.3309186357249] [3 368.6247308910058] [2 736.8470628194094] [0 520.8352677082403]]"",""[613.409495013595 613.4094950135951 613.4094950135951 613.409495013595]"",""[[1 2587.9323807013375] [3 2799.0567265284553] [2 2519.4957095434665] [0 2571.32727677109]]"",""[2619.4530233860874 2619.4530233860874 2619.4530233860874 2619.4530233860874]"""
"145,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""8"",""0"",""0.001"",""4"",""0.5"",""0.8"",""1"",""[[3 108.27235440700522] [2 92.35395527567049] [1 97.71369127526656] [0 96.74587746297317]]"",""[98.77146960522887 98.77146960522886 98.77146960522886 98.77146960522887]"",""[[3 86.61878807525162] [2 73.88251127992181] [1 78.17001888094762] [0 77.3956241127047]]"",""[79.01673558720643 79.01673558720644 79.01673558720644 79.01673558720643]"",""[[3 108.27235440700522] [2 92.35395527567049] [1 97.71369127526656] [0 96.74587746297317]]"",""[98.77146960522887 98.77146960522886 98.77146960522886 98.77146960522887]"",""[[3 0] [2 0] [1 0] [0 0]]"",""[0 0 0 0]"",""[[3 108.27235440700522] [2 92.35395527567049] [1 97.71369127526656] [0 96.74587746297317]]"",""[98.77146960522887 98.77146960522886 98.77146960522886 98.77146960522887]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""42"",""[[3 103.18563350364417] [1 105.80707760650031] [0 110.28952370811756] [2 114.32939010013162]]"",""[108.40290622959841 108.40290622959841 108.40290622959841 108.40290622959841]"",""[[3 134.14099979407754] [1 137.54898636444182] [0 143.37797179796453] [2 148.62806159032868]]"",""[140.92400488670313 140.92400488670313 140.92400488670313 140.92400488670313]"",""[[3 103.18563350364417] [1 105.80707760650031] [0 110.28952370811756] [2 114.32939010013162]]"",""[108.40290622959841 108.40290622959841 108.40290622959841 108.40290622959841]"",""[[3 708.547384820598] [1 977.5085160244861] [0 920.0490940156047] [2 1114.3666195380745]]"",""[930.1179035996907 930.1179035996907 930.1179035996907 930.1179035996909]"",""[[3 4268.131041994505] [1 4365.816842445455] [0 4558.604398640384] [2 4720.241180771194]]"",""[4478.198365962884 4478.198365962884 4478.198365962884 4478.198365962884]"""
"143,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""48"",""[[3 55.114974215741] [1 55.6766973340894] [2 54.797984670362766] [0 58.34327767002615]]"",""[55.98323347255482 55.98323347255483 55.98323347255483 55.98323347255483]"",""[[3 71.649910072001] [1 72.37855017931123] [2 71.2375623363926] [0 75.84802813435059]]"",""[72.77851268051387 72.77851268051386 72.77851268051386 72.77851268051384]"",""[[3 55.114974215741] [1 55.6766973340894] [2 54.797984670362766] [0 58.34327767002615]]"",""[55.98323347255482 55.98323347255483 55.98323347255483 55.98323347255483]"",""[[3 1244.8686506729382] [1 1094.8335108245997] [2 1443.1861093841471] [0 1626.3213675967836]]"",""[1352.3024096196173 1352.3024096196173 1352.3024096196173 1352.302409619617]"",""[[3 3679.234075389653] [1 3689.960558540024] [2 3661.119037559823] [0 3824.999406539475]]"",""[3713.828269507244 3713.828269507244 3713.828269507244 3713.828269507244]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""31"",""[[2 69.90444722883736] [1 72.13199547243124] [0 71.5692528314096] [3 79.20105011341275]]"",""[73.20168641152273 73.20168641152273 73.20168641152273 73.20168641152273]"",""[[2 90.87391645325954] [1 93.77145026887119] [0 93.0389087488106] [3 102.95991240398796]]"",""[95.16104696873232 95.16104696873232 95.16104696873232 95.16104696873232]"",""[[2 69.90444722883736] [1 72.13199547243124] [0 71.5692528314096] [3 79.20105011341275]]"",""[73.20168641152273 73.20168641152273 73.20168641152273 73.20168641152273]"",""[[2 767.0957583634287] [1 857.5796408892701] [0 551.0836509231821] [3 398.8731198495204]]"",""[643.6580425063503 643.6580425063503 643.6580425063503 643.6580425063503]"",""[[2 2589.400156772304] [1 2660.064376173769] [0 2642.8965296025] [3 2878.257776641868]]"",""[2692.6547097976104 2692.65470979761 2692.65470979761 2692.65470979761]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""43"",""[[0 110.37495413448289] [2 114.42415572549089] [1 105.89776334056252] [3 103.26190012984458]]"",""[108.48969333259521 108.48969333259521 108.48969333259521 108.48969333259521]"",""[[0 143.487739753172] [2 148.7518337058856] [1 137.66572112628026] [3 134.23878480386395]]"",""[141.03601984730045 141.03601984730045 141.03601984730045 141.03601984730045]"",""[[0 110.37495413448289] [2 114.42415572549089] [1 105.89776334056252] [3 103.26190012984458]]"",""[108.48969333259521 108.48969333259521 108.48969333259521 108.48969333259521]"",""[[0 950.2970885223746] [2 1144.8971850575474] [1 1007.7564914582316] [3 738.7962011026668]]"",""[960.4367415352051 960.4367415352051 960.4367415352051 960.4367415352051]"",""[[0 4668.979352774867] [2 4834.665336496685] [1 4471.714605786018] [3 4371.392942124349]]"",""[4586.68805929548 4586.688059295479 4586.68805929548 4586.688059295479]"""
"144,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""1.5"",""1.3"",""32"",""[[3 78.29131845077603] [2 68.99614122307747] [0 70.65688790274551] [1 71.220226619682]]"",""[72.29114354907026 72.29114354907026 72.29114354907026 72.29114354907026]"",""[[3 101.78026548274171] [2 89.69479144565639] [0 91.85314880737933] [1 92.58699501925722]]"",""[93.97880018875867 93.97880018875867 93.97880018875867 93.97880018875865]"",""[[3 78.29131845077603] [2 68.99614122307747] [0 70.65688790274551] [1 71.220226619682]]"",""[72.29114354907026 72.29114354907026 72.29114354907026 72.29114354907026]"",""[[3 429.12144663608683] [2 797.3453599809769] [0 581.3331013349604] [1 887.8290955814892]]"",""[673.9072508833783 673.9072508833783 673.9072508833783 673.9072508833783]"",""[[3 2956.549095092644] [2 2658.3962979953812] [0 2713.5534175052453] [1 2731.2846027934506]]"",""[2764.9458533466805 2764.9458533466805 2764.9458533466805 2764.9458533466805]"""
"145,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""8"",""0"",""0.001"",""4"",""0.5"",""0.8"",""2"",""[[3 109.1101773906992] [0 97.57555690260767] [1 98.5445418238254] [2 93.2026860777342]]"",""[99.60824054871662 99.60824054871662 99.60824054871662 99.60824054871662]"",""[[3 87.28683057074286] [0 78.06018326486547] [1 78.83402198057297] [2 74.5622078686391]]"",""[79.6858109212051 79.6858109212051 79.6858109212051 79.6858109212051]"",""[[3 109.1101773906992] [0 97.57555690260767] [1 98.5445418238254] [2 93.2026860777342]]"",""[99.60824054871662 99.60824054871662 99.60824054871662 99.60824054871662]"",""[[3 1.6616419499258228] [0 16.597061864054705] [1 30.249362075432696] [2 10.364244000975479]]"",""[14.718077472597177 14.718077472597177 14.718077472597177 14.718077472597177]"",""[[3 217.38253179770442] [0 194.32143436558084] [1 196.25823309909197] [2 185.5566413534047]]"",""[198.3797101539455 198.3797101539455 198.3797101539455 198.3797101539455]"""
"140,""54"",""224"",""0.05"",""0.1"",""0.8"",""0.001"",""0.05"",""0.6"",""1"",""-1.5"",""0.15"",""0.6"",""0.6"",""3"",""0.6"",""0"",""1"",""12000"",""0.15"",""0"",""0.05"",""100"",""3"",""3"",""0.5"",""0.001"",""4"",""0.5"",""1.3"",""44"",""[[3 103.33816675604498] [1 105.98844907462473] [0 110.46038456084823] [2 114.51892135085016]]"",""[108.57648043559203 108.57648043559203 108.57648043559203 108.57648043559203]"",""[[3 134.34021113859245] [1 137.78664826452902] [0 143.60031165801817] [2 148.87437289664976]]"",""[141.15038598944736 141.15038598944733 141.15038598944736 141.15038598944736]"",""[[3 103.33816675604498] [1 105.98844907462473] [0 110.46038456084823] [2 114.51892135085016]]"",""[108.57648043559203 108.57648043559203 108.57648043559203 108.57648043559203]"",""[[3 769.0440798929027] [1 1038.0059010303637] [0 980.5450408704619] [2 1175.4283434989152]]"",""[990.7558413231609 990.7558413231608 990.7558413231609 990.7558413231609]"",""[[3 4474.7311088803945] [1 4577.703054860643] [0 4779.439737335715] [2 4949.184257847535]]"",""[4695.264539731072 4695.264539731072 4695.264539731072 4695.264539731072]"""
